25.4348;18;1.81
90.5674;2.2;1.4
51.39;1.5;1.05
585.64;0.75;1.42
1.53775;82;1.81
5.74354;28.5;1.92
12.91;4;1.1
140.182;1;1.35
10.14;7;1.08
0.03768;480;1.85
